prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
65.01,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Bolzano,2007-06-04,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
63.29,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,5 fi- 1,Halle,2007-05-19,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
62.84,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 fi- 1,Abuja,2007-05-05,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
62.26,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Faenza,2007-09-19,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.70,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Donnas,2007-07-15,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.58,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,4 se- 1,Yalta,2007-03-17,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.51,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Milano,2007-06-24,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.48,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Bolzano,2007-05-28,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.45,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Bari,2007-03-04,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.43,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,3 su- 1,Donnas,2007-07-15,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.39,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 se- 1,Avezzano,2007-09-16,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.36,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Pavia,2007-05-13,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.25,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,4 su- 1,Lugano,2007-06-15,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
