prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
59.52,,59.52,0,SALVAGGIO Claudio,1992,CM,A.S.D. G.S. ATL. PARTINICO,1 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/SALVAGGIO-Claudio/h6iRlpOkcWQ%3D,https://www.fidal.it/societa/A-S-D--G-S--ATL--PARTINICO/PA042
59.38,,59.38,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,1 su- 1,Modena,2007-09-13,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
59.35,,59.35,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,1 su- 1,San Felice Sul Panaro,2007-10-06,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
58.73,,58.73,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,2 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
58.7,,58.70,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,1 su- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
57.78,,57.78,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,1 su- 1,Modena,2007-06-25,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
57.25,,57.25,0,PULISERTI Lorenzo,1992,CM,POLISP.S.STEFANO BORGOMANERO,1 su- 1,Asti,2007-10-06,https://www.fidal.it/atleta/PULISERTI-Lorenzo/dK2Rk5mnamY%3D,https://www.fidal.it/societa/POLISP-S-STEFANO-BORGOMANERO/NO007
56.79,,56.79,0,SALVAGGIO Claudio,1992,CM,A.S.D. G.S. ATL. PARTINICO,1 su- 1,Palermo,2007-10-27,https://www.fidal.it/atleta/SALVAGGIO-Claudio/h6iRlpOkcWQ%3D,https://www.fidal.it/societa/A-S-D--G-S--ATL--PARTINICO/PA042
56.75,,56.75,0,SALVAGGIO Claudio,1992,CM,A.S.D. G.S. ATL. PARTINICO,1 su- 1,Siracusa,2007-09-15,https://www.fidal.it/atleta/SALVAGGIO-Claudio/h6iRlpOkcWQ%3D,https://www.fidal.it/societa/A-S-D--G-S--ATL--PARTINICO/PA042
56.46,,56.46,0,CANCELLIERE Leonardo,1992,CM,POL. ROCCO SCOTELLARO MT,1 su- 1,Matera,2007-10-20,https://www.fidal.it/atleta/CANCELLIERE-Leonardo/haiRk5Oia2c%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
56.26,,56.26,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,1 su- 1,Reggiolo,2007-09-22,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
56.09,,56.09,0,SALVINI Alessio,1992,CM,UISP ATLETICA SIENA A.S.D.,3 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/SALVINI-Alessio/faiSkpela2o%3D,https://www.fidal.it/societa/UISP-ATLETICA-SIENA-A-S-D-/SI043
56.08,,56.08,0,SCORZONI Wagner,1992,CM,A.S. LA FRATELLANZA 1874,1 su- 1,Piacenza,2007-06-09,https://www.fidal.it/atleta/SCORZONI-Wagner/eqiRlZqoaWU%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
