prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
24.89,BARBERIS Camilla,1992,CF,CENTRO ATLETICA CELLE LIGURE,1 se- 1,Monzon Spagna,2007-10-13,https://www.fidal.it/atleta/BARBERIS-Camilla/daiUlpKkamo%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-CELLE-LIGURE/SV022
19.01,BODJO Achi aceslidia,1994,CF,ATLETICA SANDRO CALVESI,2 su- 1,Albertville,2009-05-22,https://www.fidal.it/atleta/BODJO-Achi-aceslidia/dKqRkpKja2w%3D,https://www.fidal.it/societa/ATLETICA-SANDRO-CALVESI/AO004
9.41,CONTARDO Federica,1995,CF,ATLETICA COGNE AOSTA,4 su- 1,Albertville,2009-05-22,https://www.fidal.it/atleta/CONTARDO-Federica/dKqRkpKia2Q%3D,https://www.fidal.it/societa/ATLETICA-COGNE-AOSTA/AO001
10.62,LODOVICI Marina,1959,SF50,ATL LIBERTAS RUNNERS LIVORNO,4 su- 1,Roma,2010-06-12,https://www.fidal.it/atleta/LODOVICI-Marina/faiSkpmicWU%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
19.78,PENONE Marta,1996,CF,A.S. ATLETICA 92 VENTIMIGLIA,3 su- 1,Nizza,2011-07-08,https://www.fidal.it/atleta/PENONE-Marta/daiUlpOobmk%3D,https://www.fidal.it/societa/A-S--ATLETICA-92-VENTIMIGLIA/IM065
19.39,SALTO Marily,1997,CF,ATLETICA PONT DONNAS,1 se- 1,Albertville,2011-05-27,https://www.fidal.it/atleta/SALTO-Marily/dKqRkpOibms%3D,https://www.fidal.it/societa/ATLETICA-PONT-DONNAS/AO002
19.29,PERETTO Carol,1996,CF,ATLETICA PONT DONNAS,2 se- 1,Albertville,2011-05-27,https://www.fidal.it/atleta/PERETTO-Carol/jKiRlJWlcGU%3D,https://www.fidal.it/societa/ATLETICA-PONT-DONNAS/AO002
24.5,GALLI Serena,1997,CF,U.S. QUERCIA TRENTINGRANA,7 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/GALLI-Serena/d6iRk5Ogbmk%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
48.18,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,1 se- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
45.76,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,3 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
45.48,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Santhia,2012-06-24,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
44.49,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Nembro,2012-06-17,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
43.74,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,4 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
43.07,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 se- 1,Milano Arena,2012-05-31,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
42.8,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,1 su- 1,Bassano Del Grappa,2012-09-16,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
42.72,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,4 su- 1,Hartberg,2012-06-26,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
42.72,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,4 su- 1,Vienna,2012-06-26,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
42.16,BISERNI Maria,1995,AF,EDERA ATL. FORLI,1 su- 1,Modena,2012-05-13,https://www.fidal.it/atleta/BISERNI-Maria/equRkpKkbms%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
42.13,BISERNI Maria,1995,AF,EDERA ATL. FORLI,1 su- 1,Imola,2012-06-06,https://www.fidal.it/atleta/BISERNI-Maria/equRkpKkbms%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
41.93,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Milano Saini,2012-05-06,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
41.75,DENTI Marianna,1995,AF,ATL. LECCO-COLOMBO COSTRUZ.,1 se- 1,Firenze,2012-09-29,https://www.fidal.it/atleta/DENTI-Marianna/dquRkpWkaWw%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
41.73,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Nembro,2012-04-28,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
41.73,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 se- 1,Santhia,2012-10-14,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
41.57,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,3 se- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
41.53,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 se- 1,Rovellasca,2012-07-11,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
41.48,BELARDINELLI Matilde,1996,AF,TOSCANA ATL.EMPOLI NISSAN,4 se- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/BELARDINELLI-Matilde/faqRkpKlaWk%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
41.0,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Torino,2012-09-16,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
40.97,BELARDINELLI Matilde,1996,AF,TOSCANA ATL.EMPOLI NISSAN,1 su- 1,Bastia Umbra,2012-06-24,https://www.fidal.it/atleta/BELARDINELLI-Matilde/faqRkpKlaWk%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
40.61,GORI Eleonora,1995,AF,ATLETICA LIVORNO,1 su- 1,Pisa,2012-03-11,https://www.fidal.it/atleta/GORI-Eleonora/fayRkpKhbWg%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
40.53,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Santhia,2012-05-13,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
40.32,MORETTI Serena,1996,AF,POL. OLONIA,1 se- 1,Vicenza,2012-09-09,https://www.fidal.it/atleta/MORETTI-Serena/drKRkpmhcWs%3D,https://www.fidal.it/societa/POL--OLONIA/VA129
40.26,BELARDINELLI Matilde,1996,AF,TOSCANA ATL.EMPOLI NISSAN,1 su- 1,Pietrasanta,2012-09-01,https://www.fidal.it/atleta/BELARDINELLI-Matilde/faqRkpKlaWk%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
39.94,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Busto Arsizio,2012-03-25,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
39.84,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,1 su- 1,Abano Terme,2012-05-13,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
39.84,GORI Eleonora,1995,AF,ATLETICA LIVORNO,1 su- 1,Pisa,2012-05-13,https://www.fidal.it/atleta/GORI-Eleonora/fayRkpKhbWg%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
39.74,BISERNI Maria,1995,AF,EDERA ATL. FORLI,6 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/BISERNI-Maria/equRkpKkbms%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
39.5,MORETTI Serena,1996,AF,POL. OLONIA,5 se- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/MORETTI-Serena/drKRkpmhcWs%3D,https://www.fidal.it/societa/POL--OLONIA/VA129
39.12,GORI Eleonora,1995,AF,ATLETICA LIVORNO,2 su- 1,Bastia Umbra,2012-06-24,https://www.fidal.it/atleta/GORI-Eleonora/fayRkpKhbWg%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
39.05,GORI Eleonora,1995,AF,ATLETICA LIVORNO,7 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/GORI-Eleonora/fayRkpKhbWg%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
38.64,SINESI Maria cristina,1995,AF,PRO SESTO ATL.,2 su- 1,Milano Saini,2012-03-04,https://www.fidal.it/atleta/SINESI-Maria-cristina/dq2Rk5WnbWU%3D,https://www.fidal.it/societa/PRO-SESTO-ATL-/MI089
38.63,GEREVINI Sveva,1996,AF,CREMONA SPORTIVA ATL. ARVEDI,1 su- 1,Chiari,2012-06-02,https://www.fidal.it/atleta/GEREVINI-Sveva/dqiSl5SkaWQ%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
38.59,MILANO Benedetta,1996,AF,ASD CSU IDEATLETICA AURORA F,1 fi- 1,Marano Di Napoli,2012-06-17,https://www.fidal.it/atleta/MILANO-Benedetta/gK2RkpKia2Y%3D,https://www.fidal.it/societa/ASD-CSU-IDEATLETICA-AURORA-F/SA257
38.51,MORETTI Serena,1996,AF,POL. OLONIA,1 su- 1,Busto Arsizio,2012-09-16,https://www.fidal.it/atleta/MORETTI-Serena/drKRkpmhcWs%3D,https://www.fidal.it/societa/POL--OLONIA/VA129
38.45,GEREVINI Sveva,1996,AF,CREMONA SPORTIVA ATL. ARVEDI,3 su- 1,Milano Saini,2012-03-04,https://www.fidal.it/atleta/GEREVINI-Sveva/dqiSl5SkaWQ%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
38.36,BELARDINELLI Matilde,1996,AF,TOSCANA ATL.EMPOLI NISSAN,1 su- 1,Calenzano,2012-05-27,https://www.fidal.it/atleta/BELARDINELLI-Matilde/faqRkpKlaWk%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
38.03,MESSNER Stefanie,1996,AF,A.S.D.SSV BRIXEN LEICHTATHL.,1 su- 1,Modena,2012-04-22,https://www.fidal.it/atleta/MESSNER-Stefanie/iaiRkpmicGM%3D,https://www.fidal.it/societa/A-S-D-SSV-BRIXEN-LEICHTATHL-/BZ031
37.92,CASINI Serena,1996,AF,ACSI PALATINO CAMPIDOGLIO,1 su- 1,Rieti,2012-05-27,https://www.fidal.it/atleta/CASINI-Serena/f6iRmJufbmc%3D,https://www.fidal.it/societa/ACSI-PALATINO-CAMPIDOGLIO/RM044
37.92,CASINI Serena,1996,AF,ACSI PALATINO CAMPIDOGLIO,1 su- 1,Acquaviva Delle Fonti,2012-06-24,https://www.fidal.it/atleta/CASINI-Serena/f6iRmJufbmc%3D,https://www.fidal.it/societa/ACSI-PALATINO-CAMPIDOGLIO/RM044
37.9,SINESI Maria cristina,1995,AF,PRO SESTO ATL.,1 su- 1,Chiari,2012-04-01,https://www.fidal.it/atleta/SINESI-Maria-cristina/dq2Rk5WnbWU%3D,https://www.fidal.it/societa/PRO-SESTO-ATL-/MI089
37.89,CARRETTA Sabrina,1995,AF,G.S. FIAMME ORO PADOVA,2 su- 1,Modena,2012-04-22,https://www.fidal.it/atleta/CARRETTA-Sabrina/eKqRkpOkamc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
37.89,SEPPI Lisa,1996,AF,A.S.D.SSV BRIXEN LEICHTATHL.,6 se- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/SEPPI-Lisa/iaiRkpqfaWw%3D,https://www.fidal.it/societa/A-S-D-SSV-BRIXEN-LEICHTATHL-/BZ031
37.75,FRANCESCATO Chiara,1995,AF,N.ATL.S.GIACOMO BANCA D/MARCA,2 su- 1,Bassano Del Grappa,2012-09-16,https://www.fidal.it/atleta/FRANCESCATO-Chiara/eKyRkpemcWM%3D,https://www.fidal.it/societa/N-ATL-S-GIACOMO-BANCA-D-MARCA/TV377
37.54,CONTINI Eleonora,1996,AF,ATL LIBERTAS RUNNERS LIVORNO,2 su- 1,Pisa,2012-05-13,https://www.fidal.it/atleta/CONTINI-Eleonora/fayRkpKfcGc%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
