prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
45.53,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,Trieste,2007-10-27,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
44.71,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,Gorizia,2007-04-21,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
44.5,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,San Vito Al Tagliamento,2007-05-12,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
44.32,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 su- 1,Udine,2007-03-25,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
43.56,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 se- 1,Casalmaggiore,2007-05-13,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
43.44,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,Trieste,2007-09-30,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
41.56,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,Gorizia,2007-10-24,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
41.38,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,Trieste,2007-06-10,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
40.28,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 se- 1,Trieste,2007-04-14,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
40.14,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 su- 1,Majano,2007-09-08,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
40.02,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 su- 1,Pergine Borgo,2007-09-16,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
39.81,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 su- 1,Trieste,2007-05-16,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
39.71,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,1 su- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
39.45,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
39.39,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 su- 1,Bergamo,2007-09-30,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
39.14,CLEAN Martina,1993,CF,TRIESTE TRASPORTI CRAL ATL.GIO,2 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/CLEAN-Martina/eaiRk5elb2g%3D,https://www.fidal.it/societa/TRIESTE-TRASPORTI-CRAL-ATL-GIO/TS003
38.65,FUCCI Giada,1992,CF,ATL. CLUB VILLASANTA,1 se- 1,Casalmaggiore,2007-03-25,https://www.fidal.it/atleta/FUCCI-Giada/dq2Rk5WoaGU%3D,https://www.fidal.it/societa/ATL--CLUB-VILLASANTA/MI068
38.34,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 su- 1,Cremona,2007-09-23,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
38.26,BONTEMPI Dunia,1993,CF,AREA,1 su- 1,Roma,2007-10-06,https://www.fidal.it/atleta/BONTEMPI-Dunia/f6iRl5uoa2g%3D,https://www.fidal.it/societa/AREA/RM113
38.04,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 se- 1,Cremona,2007-05-26,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
38.04,VEZZOLI Susanna,1992,CF,SPORTIVA METANOPOLI,3 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/VEZZOLI-Susanna/dq2Rk5WobGw%3D,https://www.fidal.it/societa/SPORTIVA-METANOPOLI/MI064
37.76,DE PARIS Laura,1993,CF,BELLUNOATLETICA NUOVI PROGETTI,2 su- 1,Pergine Borgo,2007-09-16,https://www.fidal.it/atleta/DE-PARIS-Laura/eKmRlJKjaWc%3D,https://www.fidal.it/societa/BELLUNOATLETICA-NUOVI-PROGETTI/BL011
37.68,MANUEL Joao victorina,1992,CF,EXPO-INOX ATL. LOMELLINA 2000,1 se- 1,Giussano,2007-06-14,https://www.fidal.it/atleta/MANUEL-Joao-victorina/dqAAARlpumamw%3D,https://www.fidal.it/societa/EXPO-INOX-ATL--LOMELLINA-2000/PV155
37.66,FUCCI Giada,1992,CF,ATL. CLUB VILLASANTA,1 se- 1,San Donato Milanese,2007-09-15,https://www.fidal.it/atleta/FUCCI-Giada/dq2Rk5WoaGU%3D,https://www.fidal.it/societa/ATL--CLUB-VILLASANTA/MI068
37.47,VIZZINI BISACCIA Tania,1992,CF,VENEZIA RUNNERS ATL.MURANO,4 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/VIZZINI-BISACCIA-Tania/eK2RkpKkbWM%3D,https://www.fidal.it/societa/VENEZIA-RUNNERS-ATL-MURANO/VE470
37.39,VIZZINI BISACCIA Tania,1992,CF,VENEZIA RUNNERS ATL.MURANO,1 su- 1,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/VIZZINI-BISACCIA-Tania/eK2RkpKkbWM%3D,https://www.fidal.it/societa/VENEZIA-RUNNERS-ATL-MURANO/VE470
37.18,FUCCI Giada,1992,CF,ATL. CLUB VILLASANTA,1 se- 1,Cornate D Adda,2007-04-01,https://www.fidal.it/atleta/FUCCI-Giada/dq2Rk5WoaGU%3D,https://www.fidal.it/societa/ATL--CLUB-VILLASANTA/MI068
37.12,FUCCI Giada,1992,CF,ATL. CLUB VILLASANTA,2 su- 1,Cremona,2007-09-23,https://www.fidal.it/atleta/FUCCI-Giada/dq2Rk5WoaGU%3D,https://www.fidal.it/societa/ATL--CLUB-VILLASANTA/MI068
37.09,FUCCI Giada,1992,CF,ATL. CLUB VILLASANTA,5 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/FUCCI-Giada/dq2Rk5WoaGU%3D,https://www.fidal.it/societa/ATL--CLUB-VILLASANTA/MI068
37.04,TASSI Benedetta,1992,CF,ASA ASCOLI PICENO,6 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/TASSI-Benedetta/e6iRk5aoaWg%3D,https://www.fidal.it/societa/ASA-ASCOLI-PICENO/AP005
37.0,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,1 su- 1,Bergamo,2007-03-11,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
36.74,FILISETTI Elisa,1993,CF,ATL. POL. ARDESIO,7 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/FILISETTI-Elisa/dqmRlpuibGk%3D,https://www.fidal.it/societa/ATL--POL--ARDESIO/BG141
36.56,VEZZOLI Susanna,1992,CF,SPORTIVA METANOPOLI,1 su- 1,Nova Milanese,2007-04-25,https://www.fidal.it/atleta/VEZZOLI-Susanna/dq2Rk5WobGw%3D,https://www.fidal.it/societa/SPORTIVA-METANOPOLI/MI064
36.29,MOLARDI Roberta,1993,CF,CREMONA SPORTIVA ATL. ARVEDI,2 su- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/MOLARDI-Roberta/dqyRlpmhbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
36.28,DE PARIS Laura,1993,CF,BELLUNOATLETICA NUOVI PROGETTI,1 se- 1,Pous D Alpago,2007-09-05,https://www.fidal.it/atleta/DE-PARIS-Laura/eKmRlJKjaWc%3D,https://www.fidal.it/societa/BELLUNOATLETICA-NUOVI-PROGETTI/BL011
36.0,MURGIA Ilenia,1992,CF,POL OLIMPIA BOLOTANA,1 fi- 1,Sassari,2007-02-04,https://www.fidal.it/atleta/MURGIA-Ilenia/iKiRlJOhbmY%3D,https://www.fidal.it/societa/POL-OLIMPIA-BOLOTANA/NU101
35.86,VEZZOLI Susanna,1992,CF,SPORTIVA METANOPOLI,1 su- 1,Nova Milanese,2007-06-02,https://www.fidal.it/atleta/VEZZOLI-Susanna/dq2Rk5WobGw%3D,https://www.fidal.it/societa/SPORTIVA-METANOPOLI/MI064
35.73,MURGIA Ilenia,1992,CF,POL OLIMPIA BOLOTANA,1 fi- 1,Oristano,2007-09-15,https://www.fidal.it/atleta/MURGIA-Ilenia/iKiRlJOhbmY%3D,https://www.fidal.it/societa/POL-OLIMPIA-BOLOTANA/NU101
35.61,VIZZINI BISACCIA Tania,1992,CF,VENEZIA RUNNERS ATL.MURANO,1 su- 1,Rossano Veneto,2007-09-09,https://www.fidal.it/atleta/VIZZINI-BISACCIA-Tania/eK2RkpKkbWM%3D,https://www.fidal.it/societa/VENEZIA-RUNNERS-ATL-MURANO/VE470
35.53,FREDDI Marta,1992,CF,ATLETICA VIS ABANO,1 se- 1,Abano Terme,2007-06-22,https://www.fidal.it/atleta/FREDDI-Marta/eKqRkpKfcWc%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
35.38,CAPUCCINI BELLONI Margherita,1992,CF,LIB. ATL. VILLANUOVA '70,2 su- 1,Bergamo,2007-09-30,https://www.fidal.it/atleta/CAPUCCINI-BELLONI-Margherita/dqqRlpqmbGM%3D,https://www.fidal.it/societa/LIB--ATL--VILLANUOVA-70/BS198
35.22,MURGIA Ilenia,1992,CF,POL OLIMPIA BOLOTANA,1 qu- 1,Nuoro,2007-10-21,https://www.fidal.it/atleta/MURGIA-Ilenia/iKiRlJOhbmY%3D,https://www.fidal.it/societa/POL-OLIMPIA-BOLOTANA/NU101
35.18,VEZZOLI Susanna,1992,CF,SPORTIVA METANOPOLI,3 su- 1,Cremona,2007-09-23,https://www.fidal.it/atleta/VEZZOLI-Susanna/dq2Rk5WobGw%3D,https://www.fidal.it/societa/SPORTIVA-METANOPOLI/MI064
35.14,DE PARIS Laura,1993,CF,BELLUNOATLETICA NUOVI PROGETTI,2 su- 1,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/DE-PARIS-Laura/eKmRlJKjaWc%3D,https://www.fidal.it/societa/BELLUNOATLETICA-NUOVI-PROGETTI/BL011
35.09,JEMAI Sara,1992,CF,U.S. S.VITTORE O. 1906,1 se- 1,Concorezzo,2007-04-14,https://www.fidal.it/atleta/JEMAI-Sara/dq2Rk5ugbGQ%3D,https://www.fidal.it/societa/U-S--S-VITTORE-O--1906/MI215
