prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
51.59,,51.59,0,DOLCIAMI Alessio,1988,JM,ATL. AVIS MACERATA,2 su- 1,San Javier  Murcia,2007-03-10,https://www.fidal.it/atleta/DOLCIAMI-Alessio/fqiRk5ajcGY%3D,https://www.fidal.it/societa/ATL--AVIS-MACERATA/MC004
50.91,,50.91,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,1 se- 1,Gorizia,2007-07-14,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
50.69,,50.69,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,1 se- 1,Gorizia,2007-09-15,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
50.52,,50.52,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,1 su- 1,Udine,2007-04-25,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
50.41,,50.41,0,DOLCIAMI Alessio,1988,JM,ATL. AVIS MACERATA,1 su- 1,Bari,2007-03-03,https://www.fidal.it/atleta/DOLCIAMI-Alessio/fqiRk5ajcGY%3D,https://www.fidal.it/societa/ATL--AVIS-MACERATA/MC004
50.36,,50.36,0,DOLCIAMI Alessio,1988,JM,ATL. AVIS MACERATA,1 fi- 1,Viterbo,2007-01-28,https://www.fidal.it/atleta/DOLCIAMI-Alessio/fqiRk5ajcGY%3D,https://www.fidal.it/societa/ATL--AVIS-MACERATA/MC004
50.35,,50.35,0,DOLCIAMI Alessio,1988,JM,ATL. AVIS MACERATA,1 se- 1,Ascoli Piceno,2007-02-04,https://www.fidal.it/atleta/DOLCIAMI-Alessio/fqiRk5ajcGY%3D,https://www.fidal.it/societa/ATL--AVIS-MACERATA/MC004
50.23,,50.23,0,CENTI Matteo,1988,JM,ALTO LAZIO A.S.D.,1 su- 1,Rieti,2007-04-28,https://www.fidal.it/atleta/CENTI-Matteo/f6iRlpmmbmQ%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
49.7,,49.70,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,4 su- 1,Firenze,2007-08-04,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
49.14,,49.14,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,1 su- 1,Fano,2007-09-22,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
48.97,,48.97,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,2 su- 1,Bari,2007-03-03,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
48.86,,48.86,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,1 su- 1,Bressanone,2007-06-17,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
48.77,,48.77,0,ZUCCHINALI Federico,1989,JM,ATL.  CENTO TORRI PAVIA,1 su- 1,Saronno,2007-09-19,https://www.fidal.it/atleta/ZUCCHINALI-Federico/dqmRlpqjbWM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
48.64,,48.64,0,BOTTI Andrea,1989,JM,ATL.  CENTO TORRI PAVIA,2 su- 1,Rieti,2007-04-28,https://www.fidal.it/atleta/BOTTI-Andrea/e6iRkpumbGM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
48.52,,48.52,0,BOTTI Andrea,1989,JM,ATL.  CENTO TORRI PAVIA,1 fi- 1,Viterbo,2007-05-24,https://www.fidal.it/atleta/BOTTI-Andrea/e6iRkpumbGM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
48.38,,48.38,0,BOTTI Andrea,1989,JM,ATL.  CENTO TORRI PAVIA,1 su- 1,Terni,2007-06-06,https://www.fidal.it/atleta/BOTTI-Andrea/e6iRkpumbGM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
48.29,,48.29,0,CENTI Matteo,1988,JM,ALTO LAZIO A.S.D.,3 su- 1,Bari,2007-03-03,https://www.fidal.it/atleta/CENTI-Matteo/f6iRlpmmbmQ%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
48.29,,48.29,0,CUBERLI Fabio,1988,JM,ATLETICA UDINESE MALIGNANI,2 su- 1,Tarvisio,2007-08-19,https://www.fidal.it/atleta/CUBERLI-Fabio/eayRk5KjcGo%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
48.23,,48.23,0,CENTI Matteo,1988,JM,ALTO LAZIO A.S.D.,2 fi- 1,Viterbo,2007-05-24,https://www.fidal.it/atleta/CENTI-Matteo/f6iRlpmmbmQ%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
47.98,,47.98,0,ZUCCHINALI Federico,1989,JM,ATL.  CENTO TORRI PAVIA,1 su- 1,Milano,2007-06-02,https://www.fidal.it/atleta/ZUCCHINALI-Federico/dqmRlpqjbWM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
