prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
13.12,CARENINI Andrea,1990,CM,ATL. RICCARDI MILANO,1 su- 1,Castenedolo,2005-01-23,https://www.fidal.it/atleta/CARENINI-Andrea/dq2RkpqmbWc%3D,https://www.fidal.it/societa/ATL--RICCARDI-MILANO/MI080
12.65,FARANO Mirko,1990,CM,A.S. NOLIMITS,1 fi- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/FARANO-Mirko/hKiSmZinaGM%3D,https://www.fidal.it/societa/A-S--NOLIMITS/BA527
12.33,MORI Alessio,1990,CM,TOSCANA ATL.EMPOLI,1 se- 2,Firenze,2005-01-30,https://www.fidal.it/atleta/MORI-Alessio/faiRm5ugbWs%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI/FI007
12.00,MONDINI Roberto,1990,CM,CREMONA SPORTIVA ATL. ARVEDI,2 su- 1,Castenedolo,2005-01-23,https://www.fidal.it/atleta/MONDINI-Roberto/dqyRlpijcGQ%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
11.90,MONDINI Roberto,1990,CM,CREMONA SPORTIVA ATL. ARVEDI,1 se- 1,Castenedolo,2005-02-20,https://www.fidal.it/atleta/MONDINI-Roberto/dqyRlpijcGQ%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
11.86,PERNA Marco,1991,CM,HINNA ARCHEOATL. VESUVIO,1 fi- 1,Napoli,2005-01-16,https://www.fidal.it/atleta/PERNA-Marco/gKiRlJuobms%3D,https://www.fidal.it/societa/HINNA-ARCHEOATL--VESUVIO/NA063
11.84,CIAO Vincenzo,1990,CM,A.S. FREE RUNNER,2 fi- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/CIAO-Vincenzo/gKiRlJencWc%3D,https://www.fidal.it/societa/A-S--FREE-RUNNER/SA028
11.75,NAPOLETANO Antonio,1990,CM,ATHLETIC TEAM BARLETTA,3 fi- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/NAPOLETANO-Antonio/hKiSmZiiaGg%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
11.72,FIASCHI Gherardo,1991,CM,ASSI BANCA TOSCANA FIRENZE,2 se- 2,Firenze,2005-01-30,https://www.fidal.it/atleta/FIASCHI-Gherardo/faiRm5qlamg%3D,https://www.fidal.it/societa/ASSI-BANCA-TOSCANA-FIRENZE/FI001
11.72,ZANIN Alessandro,1990,CM,ATL. STUDENTESCA CA.RI.RI,1 fi- 1,Rieti,2005-03-08,https://www.fidal.it/atleta/ZANIN-Alessandro/f6iRl5Okb2M%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
11.68,GALLARO Paolo,1990,CM,LIB. POL. AMAT. ATL. BN,4 fi- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/GALLARO-Paolo/gKiRlZihcGU%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
11.66,CIAO Vincenzo,1990,CM,A.S. FREE RUNNER,2 fi- 1,Napoli,2005-01-16,https://www.fidal.it/atleta/CIAO-Vincenzo/gKiRlJencWc%3D,https://www.fidal.it/societa/A-S--FREE-RUNNER/SA028
11.40,CARLA' Gianmarco,1990,CM,ATL LIBERTAS LIVORNO,3 se- 2,Firenze,2005-01-30,https://www.fidal.it/atleta/CARLA-Gianmarco/faiRm5aoa2c%3D,https://www.fidal.it/societa/ATL-LIBERTAS-LIVORNO/LI035
11.39,PIAZZA Matteo,1990,CM,A.S.N.ATLETICA LASTRA,4 se- 2,Firenze,2005-01-30,https://www.fidal.it/atleta/PIAZZA-Matteo/faiRm5aha2Y%3D,https://www.fidal.it/societa/A-S-N-ATLETICA-LASTRA/FI011
11.32,VITALI Emanuele,1991,CM,ATL. ESTRADA,3 su- 1,Castenedolo,2005-01-23,https://www.fidal.it/atleta/VITALI-Emanuele/dqmRl5KnbGs%3D,https://www.fidal.it/societa/ATL--ESTRADA/BG248
11.32,LABANI Leandro,1991,CM,ASSI BANCA TOSCANA FIRENZE,5 se- 2,Firenze,2005-01-30,https://www.fidal.it/atleta/LABANI-Leandro/faiSkpSjaWg%3D,https://www.fidal.it/societa/ASSI-BANCA-TOSCANA-FIRENZE/FI001
11.29,GALLO Vito,1991,CM,HINNA POL. ANNUNZIATELLA,3 fi- 1,Napoli,2005-01-16,https://www.fidal.it/atleta/GALLO-Vito/gKiRlZafaGo%3D,https://www.fidal.it/societa/HINNA-POL--ANNUNZIATELLA/NA079
11.22,CECCHIN Daniele,1990,CM,CSI FIAMM ATL PROV VI,1 su- 1,Modena,2005-02-27,https://www.fidal.it/atleta/CECCHIN-Daniele/eKiRlZagbGc%3D,https://www.fidal.it/societa/CSI-FIAMM-ATL-PROV-VI/VI622
11.21,TAVERNA Daniele,1990,CM,ATLETICA PUNTO IT,4 su- 1,Castenedolo,2005-01-23,https://www.fidal.it/atleta/TAVERNA-Daniele/dq2RkpWncWQ%3D,https://www.fidal.it/societa/ATLETICA-PUNTO-IT/MI066
11.19,BARBANTE Cristian,1991,CM,ATL. STUDENTESCA CA.RI.RI,2 fi- 1,Rieti,2005-03-08,https://www.fidal.it/atleta/BARBANTE-Cristian/f6iRmJOgaWY%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
11.13,VITALI Emanuele,1991,CM,ATL. ESTRADA,2 se- 1,Castenedolo,2005-02-20,https://www.fidal.it/atleta/VITALI-Emanuele/dqmRl5KnbGs%3D,https://www.fidal.it/societa/ATL--ESTRADA/BG248
11.02,VICARIO Paolo,1990,CM,ATL. ESTRADA,5 su- 1,Castenedolo,2005-01-23,https://www.fidal.it/atleta/VICARIO-Paolo/dqmRlpuhb2o%3D,https://www.fidal.it/societa/ATL--ESTRADA/BG248
