Prestazione,Vento,Atleta,Anno,Categoria,Società,Posizione,Luogo,Data,Link Atleta,Link Società
34:48.8,,BRUNO Gianluca,1998,PM,ATLETICA MISTERBIANCO SPORT CL,9 se- 4,Misterbianco,2019-04-20,https://www.fidal.it/atleta/BRUNO-Gianluca/h6uRkpSncWk%3D,https://www.fidal.it/societa/ATLETICA-MISTERBIANCO-SPORT-CL/CT779
34:50.0,,FALACE Domenico,1995,SM,RUNNING CLUB NAPOLI,1 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/FALACE-Domenico/gKmRkpKha2s%3D,https://www.fidal.it/societa/RUNNING-CLUB-NAPOLI/NA965
34:50.5,,FELICITA Gianluca,1989,SM,ASD MONTEMILETTO TEAM RUNNERS,12 se- 3,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/FELICITA-Gianluca/g6mRkpOha2Q%3D,https://www.fidal.it/societa/ASD-MONTEMILETTO-TEAM-RUNNERS/AV011
34:51.0,,BADO Corrado,1967,SM50,ATLETICA ARCOBALENO SAVONA,20 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/BADO-Corrado/daiRkpKfcWg%3D,https://www.fidal.it/societa/ATLETICA-ARCOBALENO-SAVONA/SV070
34:52.04,,BEDIN Michele,1972,SM45,A.S.D. POLISPORTIVA BRENTELLA,18 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/BEDIN-Michele/eKuRkpKgamg%3D,https://www.fidal.it/societa/A-S-D--POLISPORTIVA-BRENTELLA/PD208
34:53.4,,CIOCCOLINI Giuseppe,1967,SM50,A.S.D. AT RUNNING,1 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/CIOCCOLINI-Giuseppe/f6iRlZWnbGc%3D,https://www.fidal.it/societa/A-S-D--AT-RUNNING/VT050
34:54.04,,GAMBA Ferruccio,1977,SM40,G. ALPINISTICO VERTOVESE,13 se- 2,Rodengo-saiano,2019-04-27,https://www.fidal.it/atleta/GAMBA-Ferruccio/dqmRl5OfbGk%3D,https://www.fidal.it/societa/G--ALPINISTICO-VERTOVESE/BG135
34:54.4,,ZABBENI Pietro,1998,PM,ATL. BERGAMO 1959 ORIOCENTER,21 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/ZABBENI-Pietro/dqqRl5SlaGU%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-ORIOCENTER/BG003
34:54.8,,BIAZZETTI Niccolo',2001,JM,ATLETICA CANAVESANA,22 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/BIAZZETTI-Niccolo-/dK6RlpelcWo%3D,https://www.fidal.it/societa/ATLETICA-CANAVESANA/TO015
34:56.06,,ATZENI Alviero,1969,SM50,CAGLIARI MARATHON CLUB,8 se- 1,Sassari,2019-04-27,https://www.fidal.it/atleta/ATZENI-Alviero/iKmRkpefcGo%3D,https://www.fidal.it/societa/CAGLIARI-MARATHON-CLUB/CA211
34:56.10,,GAMBA Claudio,1977,SM40,G. ALPINISTICO VERTOVESE,14 se- 2,Rodengo-saiano,2019-04-27,https://www.fidal.it/atleta/GAMBA-Claudio/dqmRlpuicGU%3D,https://www.fidal.it/societa/G--ALPINISTICO-VERTOVESE/BG135
34:56.29,,ROMERO Eduardo,1988,SM,C.U.S. CAMERINO A.S.D.,3 se- 4,Tolentino,2019-04-13,https://www.fidal.it/atleta/ROMERO-Eduardo/e6uRkpWha2s%3D,https://www.fidal.it/societa/C-U-S--CAMERINO-A-S-D-/MC001
34:56.3,,ORIOLO Davide,1985,SM,U.S. MAURINA OLIO CARLI,23 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/ORIOLO-Davide/daiUlpWga2s%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
34:57.10,,CANGIANO Carlo,1981,SM35,ASD ALBENGA RUNNERS,7 se- 2,Genova,2019-12-21,https://www.fidal.it/atleta/CANGIANO-Carlo/dayRkpOgbmU%3D,https://www.fidal.it/societa/ASD-ALBENGA-RUNNERS/SV202
34:57.22,,D'AGOSTINO Francesco,1999,PM,G.P. PARCO ALPI APUANE,11 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/D-AGOSTINO-Francesco/gaqRkpOnamc%3D,https://www.fidal.it/societa/G-P--PARCO-ALPI-APUANE/LU351
34:57.3,,TURANO Francesco,1968,SM50,COSENZA K42,2 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/TURANO-Francesco/hqmRkpKlcWY%3D,https://www.fidal.it/societa/COSENZA-K42/CS361
34:57.39,,CARESIO Giuliano franco,1983,SM35,DURBANO GAS ENERGY RIVAROLO 77,8 su- 1,Jesolo-caorle-eraclea,2019-09-08,https://www.fidal.it/atleta/CARESIO-Giuliano-franco/dK6RlZSnbGU%3D,https://www.fidal.it/societa/DURBANO-GAS-ENERGY-RIVAROLO-77/TO262
34:58.5,,BONAVITA Giuseppe,1997,PM,RUNNERS CERIGNOLA A.S.D.,7 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/BONAVITA-Giuseppe/hKuRkpOiamo%3D,https://www.fidal.it/societa/RUNNERS-CERIGNOLA-A-S-D-/FG804
35:01.7,,GERACI Salvatore,1972,SM45,MEGA HOBBY SPORT,3 su- 1,Mazzarino,2019-09-12,https://www.fidal.it/atleta/GERACI-Salvatore/h6iRlZWnbGg%3D,https://www.fidal.it/societa/MEGA-HOBBY-SPORT/CL523
35:01.99,,CARBONE Aldo,1985,SM,COSENZA K42,3 su- 1,Castrovillari,2019-04-20,https://www.fidal.it/atleta/CARBONE-Aldo/hqmRkpKjcGw%3D,https://www.fidal.it/societa/COSENZA-K42/CS361
35:03.25,,ZENNARO Stefano,1980,SM35,VENEZIA RUNNERS ATL.MURANO,19 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/ZENNARO-Stefano/eK2Rkpmfa2M%3D,https://www.fidal.it/societa/VENEZIA-RUNNERS-ATL-MURANO/VE470
35:03.5,,LANUZZA Salvatore,1985,SM,A.S.D. MONTI ROSSI NICOLOSI,10 se- 4,Misterbianco,2019-04-20,https://www.fidal.it/atleta/LANUZZA-Salvatore/h6iRlZKfamM%3D,https://www.fidal.it/societa/A-S-D--MONTI-ROSSI-NICOLOSI/CT071
35:04.46,,GUIDI Francesco,2000,JM,A.S.D. INTESATLETICA,1 su- 1,Grosseto,2019-04-14,https://www.fidal.it/atleta/GUIDI-Francesco/f6qRkpWnbGg%3D,https://www.fidal.it/societa/A-S-D--INTESATLETICA/LT260
35:05.54,,ANACLERIO Dario,1980,SM35,G.P. PARCO ALPI APUANE,12 su- 3,Grosseto,2019-04-14,https://www.fidal.it/atleta/ANACLERIO-Dario/famRkpKha2Q%3D,https://www.fidal.it/societa/G-P--PARCO-ALPI-APUANE/LU351
35:05.7,,CONTI Domenico,1999,PM,A.S.DIL. UNIVERSITAS PA,4 su- 1,Mazzarino,2019-09-12,https://www.fidal.it/atleta/CONTI-Domenico/h6mRkpKmaGo%3D,https://www.fidal.it/societa/A-S-DIL--UNIVERSITAS-PA/PA030
35:07.6,,HALLAG Kamel,1971,SM45,IDEATLETICA AURORA,2 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/HALLAG-Kamel/gKiRlZKobmk%3D,https://www.fidal.it/societa/IDEATLETICA-AURORA/SA127
35:07.68,,MAGGISANO Antonino,1984,SM35,LIBERTAS ATL.LAMEZIA,4 su- 1,Castrovillari,2019-04-20,https://www.fidal.it/atleta/MAGGISANO-Antonino/hqiRk5Sga2w%3D,https://www.fidal.it/societa/LIBERTAS-ATL-LAMEZIA/CZ009
35:07.9,,DI PETRILLO Alberto,1967,SM50,UISP ABBADIA SAN SALVATORE,3 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/DI-PETRILLO-Alberto/faiSkpOga2s%3D,https://www.fidal.it/societa/UISP-ABBADIA-SAN-SALVATORE/SI377
35:09.67,,DI PETRILLO Alberto,1967,SM50,UISP ABBADIA SAN SALVATORE,2 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/DI-PETRILLO-Alberto/faiSkpOga2s%3D,https://www.fidal.it/societa/UISP-ABBADIA-SAN-SALVATORE/SI377
35:09.7,,LO VAGLIO Egidio,1987,SM,ATLETICA CORREREPOLLINO,3 su- 1,Matera,2019-04-07,https://www.fidal.it/atleta/LO-VAGLIO-Egidio/haqRkpOjaWg%3D,https://www.fidal.it/societa/ATLETICA-CORREREPOLLINO/PZ113
35:09.7,,CASALINI Vittorio,1978,SM40,TIRRENO ATLETICA CIVITAVECCHIA,7 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/CASALINI-Vittorio/f6iRkpShcGs%3D,https://www.fidal.it/societa/TIRRENO-ATLETICA-CIVITAVECCHIA/RM068
35:11.1,,TUNDO Gianluca,1986,SM,CLUB CORRERE GALATINA,8 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/TUNDO-Gianluca/hKyRkpSmbGo%3D,https://www.fidal.it/societa/CLUB-CORRERE-GALATINA/LE303
35:11.2,,NAPOLITANO Raffaele,1985,SM,VIVATLETICA CICCIANO MARATHON,3 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/NAPOLITANO-Raffaele/dq2Rl5ujaWs%3D,https://www.fidal.it/societa/VIVATLETICA-CICCIANO-MARATHON/NA966
35:12.72,,FOIS Cristian,1969,SM50,TOSCANA ATLETICA FUTURA,3 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/FOIS-Cristian/fauRkpKncGw%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA-FUTURA/FI018
35:13.7,,RINALDI Giuseppe,1974,SM45,A.S.D. DAUNIA RUNNING,4 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/RINALDI-Giuseppe/hKiSmJioaWQ%3D,https://www.fidal.it/societa/A-S-D--DAUNIA-RUNNING/FG299
35:14.50,,TILOCA Salvatore angelo,1977,SM40,ALGHERO MARATHON,9 se- 1,Sassari,2019-04-27,https://www.fidal.it/atleta/TILOCA-Salvatore-angelo/iKyRkpikbmY%3D,https://www.fidal.it/societa/ALGHERO-MARATHON/SS208
35:14.8,,NANULA Angelo raffaele,1997,PM,ATLETICA TRINITAPOLI,9 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/NANULA-Angelo-raffaele/hKiSmpmhaWU%3D,https://www.fidal.it/societa/ATLETICA-TRINITAPOLI/FG285
35:15.7,,MARINELLI Giuseppe,1979,SM40,SPORTING CLUB PETRELLA,1 su- 1,Campobasso,2019-04-27,https://www.fidal.it/atleta/MARINELLI-Giuseppe/g6iRkpKmaWU%3D,https://www.fidal.it/societa/SPORTING-CLUB-PETRELLA/CB746
35:15.8,,RINALDI Giuseppe,1974,SM45,A.S.D. DAUNIA RUNNING,10 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/RINALDI-Giuseppe/hKiSmJioaWQ%3D,https://www.fidal.it/societa/A-S-D--DAUNIA-RUNNING/FG299
35:16.4,,MAGNANI Francesco,1974,SM45,ATLETICA IMPRESA PO,24 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/MAGNANI-Francesco/eqiRlZugbWQ%3D,https://www.fidal.it/societa/ATLETICA-IMPRESA-PO/RE107
35:18.40,,PRETOTTO Luca,1972,SM45,ATLETICA SAN BIAGIO,20 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/PRETOTTO-Luca/eKyRk5afcGU%3D,https://www.fidal.it/societa/ATLETICA-SAN-BIAGIO/TV352
35:19.16,,GAJOTTO Cristian,1977,SM40,ATLETICA SAN BIAGIO,21 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/GAJOTTO-Cristian/eKyRk5efcWY%3D,https://www.fidal.it/societa/ATLETICA-SAN-BIAGIO/TV352
35:21.9,,RUSSO Filippo,1998,PM,A.S.D. MONTI ROSSI NICOLOSI,11 se- 4,Misterbianco,2019-04-20,https://www.fidal.it/atleta/RUSSO-Filippo/h6qRkpKha2M%3D,https://www.fidal.it/societa/A-S-D--MONTI-ROSSI-NICOLOSI/CT071
35:24.36,,RAMORINO Corrado,1981,SM35,GRUPPO CITTA' DI GENOVA,8 se- 2,Genova,2019-12-21,https://www.fidal.it/atleta/RAMORINO-Corrado/daiUlpafbGM%3D,https://www.fidal.it/societa/GRUPPO-CITTA-DI-GENOVA/GE017
35:24.8,,PAPAPIETRO Francesco paolo,1988,SM,A.S.D. DAUNIA RUNNING,4 su- 1,Matera,2019-04-07,https://www.fidal.it/atleta/PAPAPIETRO-Francesco-paolo/haiRk5KgaWU%3D,https://www.fidal.it/societa/A-S-D--DAUNIA-RUNNING/FG299
35:27.4,,CAGGIANO Michele,1997,PM,RUNNING CLUB NAPOLI,1 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/CAGGIANO-Michele/gK2RkpKkaWg%3D,https://www.fidal.it/societa/RUNNING-CLUB-NAPOLI/NA965
35:34.66,,TRESSE Federico,1983,SM35,FREE-ZONE,15 se- 2,Rodengo-saiano,2019-04-27,https://www.fidal.it/atleta/TRESSE-Federico/dqqRl5iocWg%3D,https://www.fidal.it/societa/FREE-ZONE/BS521
35:35.3,,COLASUONNO Simone,1997,PM,AMATORI ATL. ACQUAVIVA,11 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/COLASUONNO-Simone/hKmRkpmlcWc%3D,https://www.fidal.it/societa/AMATORI-ATL--ACQUAVIVA/BA005
35:35.6,,MIGLIETTI Giuseppe,1967,SM50,A.S.D. DAUNIA RUNNING,4 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/MIGLIETTI-Giuseppe/hKiSmpekb2M%3D,https://www.fidal.it/societa/A-S-D--DAUNIA-RUNNING/FG299
35:35.88,,DI STEFANO Daniele,1984,SM35,S.S. LAZIO ATLETICA LEGGERA,13 su- 3,Grosseto,2019-04-14,https://www.fidal.it/atleta/DI-STEFANO-Daniele/f6yRk5OlaWk%3D,https://www.fidal.it/societa/S-S--LAZIO-ATLETICA-LEGGERA/RM050
35:36.20,,SBORDONE Salvatore,1998,PM,ATLETICA GROSSETO BANCA TEMA,1 su- 1,Grosseto,2019-04-14,https://www.fidal.it/atleta/SBORDONE-Salvatore/fauRkpKkaWs%3D,https://www.fidal.it/societa/ATLETICA-GROSSETO-BANCA-TEMA/GR065
35:36.9,,CAPORALE Domenico,1964,SM55,A.S.D. DAUNIA RUNNING,1 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/CAPORALE-Domenico/gaqRkpKkbWk%3D,https://www.fidal.it/societa/A-S-D--DAUNIA-RUNNING/FG299
35:37.85,,CASTAGNINO Alessandro,1987,SM,A.S. 'FOCE' SANREMO,9 se- 2,Genova,2019-12-21,https://www.fidal.it/atleta/CASTAGNINO-Alessandro/daqRkpOlbWQ%3D,https://www.fidal.it/societa/A-S--FOCE-SANREMO/IM030
35:38.1,,DE NICOLA Francesco,2001,JM,RUNNING CLUB NAPOLI,1 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/DE-NICOLA-Francesco/gKyRkpefamU%3D,https://www.fidal.it/societa/RUNNING-CLUB-NAPOLI/NA965
35:38.4,,GRECO Salvatore,1987,SM,A.S. DIL. LIB. RUNNING MODICA,12 se- 4,Misterbianco,2019-04-20,https://www.fidal.it/atleta/GRECO-Salvatore/h6iRlZemaGo%3D,https://www.fidal.it/societa/A-S--DIL--LIB--RUNNING-MODICA/RG444
35:40.76,,FRANCESCHINI Maximilian,2001,JM,U.S. QUERCIA TRENTINGRANA,22 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/FRANCESCHINI-Maximilian/d6iRk5WmcWs%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
35:40.77,,SEGHETTI Marco,1990,SM,MEZZOFONDO CLUB ASCOLI,1 se- 2,Tolentino,2019-04-13,https://www.fidal.it/atleta/SEGHETTI-Marco/e6qRkpOmbWg%3D,https://www.fidal.it/societa/MEZZOFONDO-CLUB-ASCOLI/AP007
35:41.4,,DEL PRETE Vincenzo,1979,SM40,ASD PODISTICA FRATTESE,1 se- 2,Ariano Irpino,2019-06-15,https://www.fidal.it/atleta/DEL-PRETE-Vincenzo/gKyRkpuoa2k%3D,https://www.fidal.it/societa/ASD-PODISTICA-FRATTESE/NA998
35:45.5,,BONETTI Giorgio,2000,JM,ATL. BERGAMO 1959 ORIOCENTER,25 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/BONETTI-Giorgio/dqmRmJKgbGM%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-ORIOCENTER/BG003
35:46.77,,CASALINI Vittorio,1978,SM40,TIRRENO ATLETICA CIVITAVECCHIA,4 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/CASALINI-Vittorio/f6iRkpShcGs%3D,https://www.fidal.it/societa/TIRRENO-ATLETICA-CIVITAVECCHIA/RM068
35:46.8,,TASSONE Federico,1998,PM,S.S. VITTORIO ALFIERI ASTI,26 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/TASSONE-Federico/dKuRk5incGs%3D,https://www.fidal.it/societa/S-S--VITTORIO-ALFIERI-ASTI/AT001
35:48.10,,LORENZON Enrico,2001,JM,ATLETICA PONZANO,23 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/LORENZON-Enrico/eKyRk5Wib2s%3D,https://www.fidal.it/societa/ATLETICA-PONZANO/TV339
35:48.7,,TUMINO Marcello,1987,SM,A.S.D. MONTI ROSSI NICOLOSI,13 se- 4,Misterbianco,2019-04-20,https://www.fidal.it/atleta/TUMINO-Marcello/h6uRkpSibWY%3D,https://www.fidal.it/societa/A-S-D--MONTI-ROSSI-NICOLOSI/CT071
35:49.17,,DRO Samuele,1985,SM,CCRS  SORSO,10 se- 1,Sassari,2019-04-27,https://www.fidal.it/atleta/DRO-Samuele/iKyRkpihb2Y%3D,https://www.fidal.it/societa/CCRS-SORSO/SS064
35:50.2,,GRECO Mario,1986,SM,S.ATL. S.G.BOSCO  PALAGIANELLO,12 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/GRECO-Mario/hK2RkpSgbmo%3D,https://www.fidal.it/societa/S-ATL--S-G-BOSCO-PALAGIANELLO/TA432
35:50.56,,TRESSE Federico,1983,SM35,FREE-ZONE,10 su- 1,Jesolo-caorle-eraclea,2019-09-08,https://www.fidal.it/atleta/TRESSE-Federico/dqqRl5iocWg%3D,https://www.fidal.it/societa/FREE-ZONE/BS521
35:52.68,,ARRIZZA Stefano,1980,SM35,PODISTICA SASSARI,1 se- 2,Sassari,2019-04-27,https://www.fidal.it/atleta/ARRIZZA-Stefano/iKyRkpakaWU%3D,https://www.fidal.it/societa/PODISTICA-SASSARI/SS217
35:52.73,,VOLPI Samuel,1982,SM35,EXPANDIA ATL. INSIEME VERONA,24 se- 2,Treviso,2019-04-28,https://www.fidal.it/atleta/VOLPI-Samuel/dq2Rk5aib2w%3D,https://www.fidal.it/societa/EXPANDIA-ATL--INSIEME-VERONA/VR761
35:52.8,,FRANCOLINO Antonio,1975,SM40,FIAMMA OLIMPIA PALO,6 su- 1,Matera,2019-04-07,https://www.fidal.it/atleta/FRANCOLINO-Antonio/hamRkpOmbmw%3D,https://www.fidal.it/societa/FIAMMA-OLIMPIA-PALO/BA020
35:59.2,,BALLATORE Raffaele,2000,JM,A.S.D. ATL. FOSSANO '75,27 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/BALLATORE-Raffaele/dKyRlJKob2Q%3D,https://www.fidal.it/societa/A-S-D--ATL--FOSSANO-75/CN001
36:04.2,,MINOTTI Roberto,1972,SM45,ATL. COLLEFERRO SEGNI,7 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/MINOTTI-Roberto/f6iRmJmhaWk%3D,https://www.fidal.it/societa/ATL--COLLEFERRO-SEGNI/RS013
36:04.4,,SCALISI Alfio,1974,SM45,A.S.D. MONTI ROSSI NICOLOSI,14 se- 4,Misterbianco,2019-04-20,https://www.fidal.it/atleta/SCALISI-Alfio/h6iRlJikbms%3D,https://www.fidal.it/societa/A-S-D--MONTI-ROSSI-NICOLOSI/CT071
36:05.0,,IPPOLITO Vincenzo,1972,SM45,S.S. VITTORIO ALFIERI ASTI,28 se- 2,Alessandria,2019-04-06,https://www.fidal.it/atleta/IPPOLITO-Vincenzo/dK6RkpKocWM%3D,https://www.fidal.it/societa/S-S--VITTORIO-ALFIERI-ASTI/AT001
36:06.6,,GERACI Salvatore,1972,SM45,MEGA HOBBY SPORT,1 se- 3,Misterbianco,2019-04-20,https://www.fidal.it/atleta/GERACI-Salvatore/h6iRlZWnbGg%3D,https://www.fidal.it/societa/MEGA-HOBBY-SPORT/CL523
36:08.8,,MATTIELLO Raffaele,1988,SM,TERRA DELLO SPORT A.S.D.,5 se- 2,Ariano Irpino,2019-04-13,https://www.fidal.it/atleta/MATTIELLO-Raffaele/gKyRkpambWk%3D,https://www.fidal.it/societa/TERRA-DELLO-SPORT-A-S-D-/NA993
36:09.79,,NALLI Giacomo,1989,SM,C.U.S. CAMERINO A.S.D.,5 se- 4,Tolentino,2019-04-13,https://www.fidal.it/atleta/NALLI-Giacomo/e6uRkpKkaGU%3D,https://www.fidal.it/societa/C-U-S--CAMERINO-A-S-D-/MC001
36:12.62,,CANU Angelo,1986,SM,PODISTICA SASSARI,11 se- 1,Sassari,2019-04-27,https://www.fidal.it/atleta/CANU-Angelo/iKyRkpekcWQ%3D,https://www.fidal.it/societa/PODISTICA-SASSARI/SS217
36:13.11,,CASELLA Matteo,1979,SM40,A.S.D. CAGLIARI ATLETICA LEGGE,12 se- 1,Sassari,2019-04-27,https://www.fidal.it/atleta/CASELLA-Matteo/iKmRkpelaWQ%3D,https://www.fidal.it/societa/A-S-D--CAGLIARI-ATLETICA-LEGGE/CA239
36:14.59,,VITELLO Giuseppe,1976,SM40,TEAM CASA DELLA SALUTE 42195,10 se- 2,Genova,2019-12-21,https://www.fidal.it/atleta/VITELLO-Giuseppe/damRkpWibWY%3D,https://www.fidal.it/societa/TEAM-CASA-DELLA-SALUTE-42195/GE042
36:15.3,,PULVIRENTI Giuseppe,1973,SM45,ATLETICA VIRTUS ACIREALE,2 se- 3,Misterbianco,2019-04-20,https://www.fidal.it/atleta/PULVIRENTI-Giuseppe/h6iRkpSoamg%3D,https://www.fidal.it/societa/ATLETICA-VIRTUS-ACIREALE/CT765
36:21.41,,OBINO Giovanni filiberto,1975,SM40,C.U.S. SASSARI,2 se- 2,Sassari,2019-04-27,https://www.fidal.it/atleta/OBINO-Giovanni-filiberto/iKyRkpeibGM%3D,https://www.fidal.it/societa/C-U-S--SASSARI/SS019
36:23.9,,LAGRASTA Giuseppe,1958,SM60,ATLETICA PRO CANOSA,1 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/LAGRASTA-Giuseppe/hKiSmpifbWo%3D,https://www.fidal.it/societa/ATLETICA-PRO-CANOSA/BA041
36:24.4,,BOSCO Francesco mariano,1983,SM35,A.S.D.  ATL. VILLA GUGLIELMI,5 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/BOSCO-Francesco-mariano/f62RkpKoaWs%3D,https://www.fidal.it/societa/A-S-D--ATL--VILLA-GUGLIELMI/RM196
36:26.2,,INDELICATO Marco,1969,SM50,G.S. BANCARI ROMANI,5 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/INDELICATO-Marco/f6yRkpWgaWU%3D,https://www.fidal.it/societa/G-S--BANCARI-ROMANI/RM041
36:26.21,,CARASSAI Giordano,1988,SM,ASD BIKE TEAM MONTI AZZURRI,6 se- 4,Tolentino,2019-04-13,https://www.fidal.it/atleta/CARASSAI-Giordano/e6uRkpWhbWQ%3D,https://www.fidal.it/societa/ASD-BIKE-TEAM-MONTI-AZZURRI/MC045
36:26.26,,VERCELLI Ruslan giovanni,1998,PM,G.P. AVIS SPINETOLI PAGLIARE,7 se- 4,Tolentino,2019-04-13,https://www.fidal.it/atleta/VERCELLI-Ruslan-giovanni/e6qRkpOgamY%3D,https://www.fidal.it/societa/G-P--AVIS-SPINETOLI-PAGLIARE/AP040
36:26.27,,CARDOSI Roberto,1967,SM50,G.P. PARCO ALPI APUANE,5 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/CARDOSI-Roberto/faiRm5SgcGQ%3D,https://www.fidal.it/societa/G-P--PARCO-ALPI-APUANE/LU351
36:26.40,,DELLA CECA Riccardo,1986,SM,ASD BIKE TEAM MONTI AZZURRI,8 se- 4,Tolentino,2019-04-13,https://www.fidal.it/atleta/DELLA-CECA-Riccardo/e6uRkpWlaGc%3D,https://www.fidal.it/societa/ASD-BIKE-TEAM-MONTI-AZZURRI/MC045
36:27.36,,FACCIO Mauro,1978,SM40,CAMBIASO RISSO RUNNING TEAM GE,11 se- 2,Genova,2019-12-21,https://www.fidal.it/atleta/FACCIO-Mauro/daiRkpSoamw%3D,https://www.fidal.it/societa/CAMBIASO-RISSO-RUNNING-TEAM-GE/GE111
36:27.4,,BALDO Michele,1964,SM55,ATLETICA EDILMARKET SANDRIN,2 su- 1,Abbadia San Salvatore,2019-05-25,https://www.fidal.it/atleta/BALDO-Michele/eaqRkpqfb2U%3D,https://www.fidal.it/societa/ATLETICA-EDILMARKET-SANDRIN/PN528
36:27.93,,DELUCCHI Marco agostino,1968,SM50,AMATORI TERRALBA,13 se- 1,Sassari,2019-04-27,https://www.fidal.it/atleta/DELUCCHI-Marco-agostino/iKuRkpKnaGg%3D,https://www.fidal.it/societa/AMATORI-TERRALBA/OR156
36:29.12,,LOCALZO Giuseppe,1968,SM50,ATL. POTENZA PICENA,9 se- 4,Tolentino,2019-04-13,https://www.fidal.it/atleta/LOCALZO-Giuseppe/e6uRkpKfbmQ%3D,https://www.fidal.it/societa/ATL--POTENZA-PICENA/MC025
36:32.50,,ZANINI Marco,1978,SM40,ATL. PARATICO,16 se- 2,Rodengo-saiano,2019-04-27,https://www.fidal.it/atleta/ZANINI-Marco/dqqRl5ShaWo%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
36:33.13,,NOTTOLINI Claudio,1962,SM55,ASD TRACK & FIELD MASTER GROSS,6 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/NOTTOLINI-Claudio/fbKRkpOkcGk%3D,https://www.fidal.it/societa/ASD-TRACK-&-FIELD-MASTER-GROSS/GR432
36:33.34,,TOSA Andrea,1982,SM35,G.S. BERNATESE,12 se- 2,Genova,2019-12-21,https://www.fidal.it/atleta/TOSA-Andrea/damRkpanbWk%3D,https://www.fidal.it/societa/G-S--BERNATESE/CO056
36:36.31,,BRESCIANI Giorgio,1966,SM50,ATL. PARATICO,7 su- 1,Jesolo-caorle-eraclea,2019-09-08,https://www.fidal.it/atleta/BRESCIANI-Giorgio/dqiRkpWmbmc%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
36:37.57,,DE FRANCESCO Antonio,1985,SM,ATL. CASTELLO,7 su- 2,Grosseto,2019-04-14,https://www.fidal.it/atleta/DE-FRANCESCO-Antonio/faqRk5SlaWY%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
36:37.6,,TADDEI Gianfranco,1979,SM40,TEAM PIANETA SPORT MASSAFRA,13 se- 1,Locorotondo,2019-04-25,https://www.fidal.it/atleta/TADDEI-Gianfranco/hK2RkpSha2U%3D,https://www.fidal.it/societa/TEAM-PIANETA-SPORT-MASSAFRA/TA464
