prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
227.67,3:47.67,e,ABBANE Achraf,,JM,ITALIA,4 se- 3,Ninove,2021-07-17,https://www.fidal.it/atleta/ABBANE-Achraf/i7AAARkpKfamk%3D,https://www.fidal.it/societa/ITALIA/NN001
232.65,3:52.65,e,ABBANE Achraf,,JM,ITALIA,2 se- 2,Grosseto,2021-06-13,https://www.fidal.it/atleta/ABBANE-Achraf/i7AAARkpKfamk%3D,https://www.fidal.it/societa/ITALIA/NN001
227.45,3:47.45,e,ABDELWAHED Ahmed,1996-05-26,PM,G.A. FIAMME GIALLE,2 se- 2,Pescara,2018-09-09,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
220.16,3:40.16,e,ABDELWAHED Ahmed,1996-05-26,SM,G.A. FIAMME GIALLE,1 su- 1,Foligno,2022-06-20,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
219.69,3:39.69,e,ABDELWAHED Ahmed,1996-05-26,SM,G.A. FIAMME GIALLE,3 su- 1,Kladno,2020-09-16,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
219.61,3:39.61,e,ABDELWAHED Ahmed,1996-05-26,SM,G.A. FIAMME GIALLE,13 su- 1,Ostrava,2020-09-08,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
225.54,3:45.54,e,ABDELWAHED Ahmed,1996-05-26,PM,G.A. FIAMME GIALLE,1 se- 3,Imola,2018-07-03,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
229.54,3:49.54,e,ABDELWAHED Ahmed,1996-05-26,PM,C.U.S. CAMERINO A.S.D.,2 se- 2,Firenze,2017-06-11,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/C-U-S--CAMERINO-A-S-D-/MC001
219.63,3:39.63,e,ABDELWAHED Ahmed,1996-05-26,SM,G.A. FIAMME GIALLE,1 se- 1,Cassino,2022-05-21,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
222.63,3:42.63,e,ABDELWAHED Ahmed,1996-05-26,SM,G.A. FIAMME GIALLE,1 su- 1,Orvieto,2020-07-31,https://www.fidal.it/atleta/ABDELWAHED-Ahmed/f6yRkpKlbmU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
