prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
2793,TESI Erica,2003,AF,PISTOIATLETICA 1983,11 su- 1,Lione,2019-12-14,https://www.fidal.it/atleta/TESI-Erica/fbGRkpKlbWw%3D,https://www.fidal.it/societa/PISTOIATLETICA-1983/PT115
3703,CUCCU' Martina,2003,AF,TEAM ATLETICA MARCHE,1 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/CUCCU-Martina/e62RkpKob2s%3D,https://www.fidal.it/societa/TEAM-ATLETICA-MARCHE/FM050
3614,BRUGNOLO Greta,2003,AF,ATLETICA RIVIERA DEL BRENTA,2 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/BRUGNOLO-Greta/eK2RkpijcWQ%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3349,GALBIATI Arianna,2003,AF,TEAM-A LOMBARDIA,3 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/GALBIATI-Arianna/dq2Rl5Wobmk%3D,https://www.fidal.it/societa/TEAM-A-LOMBARDIA/MI774
3327,CARBONCINI Matilde,2004,AF,TOSCANA ATL.EMPOLI NISSAN,4 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/CARBONCINI-Matilde/faqRkpambmY%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
3183,IEMMA Matilde,2004,AF,ATL.STUD. RIETI ANDREA MILARDI,5 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/IEMMA-Matilde/f6yRlJumbGM%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
3175,SCIURBA Silvia,2003,AF,G.S. FIAMME ORO PADOVA,6 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/SCIURBA-Silvia/eKqRkpekcGk%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
3114,RICCARDI Giulia,2003,AF,G.S. TRILACUM,1 su- 1,Padova,2020-01-12,https://www.fidal.it/atleta/RICCARDI-Giulia/d6iRk5SoaGU%3D,https://www.fidal.it/societa/G-S--TRILACUM/TN524
3002,MELLE Maddalena laura,2003,AF,ASV S.V. LANA - RAIKA,7 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/MELLE-Maddalena-laura/iaiRk5SgaGw%3D,https://www.fidal.it/societa/ASV-S-V--LANA-RAIKA/BZ011
2986,DI BITONTO Ludovica,2003,AF,A.S. LA FRATELLANZA 1874,8 se- 1,Padova,2020-02-01,https://www.fidal.it/atleta/DI-BITONTO-Ludovica/eqyRkpWlbWo%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
