prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
3283,MONTEFALCONE Gabriele,1997,AM,SPORTRACE,1 su- 1,Rieti,2014-01-12,https://www.fidal.it/atleta/MONTEFALCONE-Gabriele/f6yRkpalbGs%3D,https://www.fidal.it/societa/SPORTRACE/RM243
3243,IRRERA Lorenzo,1998,AM,ATL. STUDENTESCA CA.RI.RI,2 su- 1,Rieti,2014-01-12,https://www.fidal.it/atleta/IRRERA-Lorenzo/f6uRkpKiaGU%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3064,FORESI Andrea,1997,AM,ATLETICA LIVORNO,1 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/FORESI-Andrea/faiSkpKia2k%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
2892,MANIACI Filippo,1997,AM,ATL LIBERTAS RUNNERS LIVORNO,2 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MANIACI-Filippo/faiSkpmjamU%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
2890,GENTILI Lorenzo,1998,AM,CENTRO ATLETICA PIOMBINO,3 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/GENTILI-Lorenzo/fayRkpWka2g%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2812,CAVALLO Alberto,1997,AM,S.S. TRIONFO LIGURE,4 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/CAVALLO-Alberto/dayRkpKfbmc%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
2694,PACI Adriano,1997,AM,SPORTRACE,3 su- 1,Rieti,2014-01-12,https://www.fidal.it/atleta/PACI-Adriano/f6iRmZmiaWk%3D,https://www.fidal.it/societa/SPORTRACE/RM243
2551,GIANNETTI Filippo,1998,AM,MONTEPASCHI UISP ATL. SIENA,5 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/GIANNETTI-Filippo/fbKRkpKmaWY%3D,https://www.fidal.it/societa/MONTEPASCHI-UISP-ATL--SIENA/SI043
2493,MALANDRA Gabriel,1998,AM,TIRRENO ATLETICA CIVITAVECCHIA,4 su- 1,Rieti,2014-01-12,https://www.fidal.it/atleta/MALANDRA-Gabriel/f6yRkpeoamM%3D,https://www.fidal.it/societa/TIRRENO-ATLETICA-CIVITAVECCHIA/RM068
2351,MUSSI Jacopo,1998,AM,CUS PISA ATLETICA CASCINA,6 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MUSSI-Jacopo/faiSk5Kgb2Y%3D,https://www.fidal.it/societa/CUS-PISA-ATLETICA-CASCINA/PI071
2322,MANNARI Olivier,1998,AM,CENTRO ATLETICA PIOMBINO,7 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MANNARI-Olivier/fayRkpWlamg%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2228,DE MARCO Giacomo,1998,AM,CENTRO ATLETICA PIOMBINO,8 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/DE-MARCO-Giacomo/fayRkpOjbmY%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2084,SCANNAVINO Marco,1998,AM,S.S. TRIONFO LIGURE,9 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/SCANNAVINO-Marco/daiUlpekams%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
2035,ROSSI Nicola,1997,AM,ATL. SESTINI,10 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/ROSSI-Nicola/famRkpOib2Y%3D,https://www.fidal.it/societa/ATL--SESTINI/AR051
1640,MARZAGALLI Gianluca,1997,AM,ATL LIBERTAS RUNNERS LIVORNO,11 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MARZAGALLI-Gianluca/faiSkpmfcGo%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
1577,TORCHETTI Gianmarco,1998,AM,SPORTRACE,5 su- 1,Rieti,2014-01-12,https://www.fidal.it/atleta/TORCHETTI-Gianmarco/f6yRk5qfbGg%3D,https://www.fidal.it/societa/SPORTRACE/RM243
1376,MASTRODICASA Francesco,1998,AM,PROSPORT ATL. FIRENZE,12 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MASTRODICASA-Francesco/faqRkpimb2o%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3170,IRRERA Lorenzo,1998,AM,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Rieti,2015-01-11,https://www.fidal.it/atleta/IRRERA-Lorenzo/f6uRkpKiaGU%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3040,GENTILI Lorenzo,1998,AM,CENTRO ATLETICA PIOMBINO,1 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/GENTILI-Lorenzo/fayRkpWka2g%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2964,CHIUSOLO Matteo,1998,AM,SPORTRACE,2 su- 1,Rieti,2015-01-11,https://www.fidal.it/atleta/CHIUSOLO-Matteo/f6yRkpWnbGU%3D,https://www.fidal.it/societa/SPORTRACE/RM243
2861,GIANNETTI Filippo,1998,AM,MONTEPASCHI UISP ATL. SIENA,2 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/GIANNETTI-Filippo/fbKRkpKmaWY%3D,https://www.fidal.it/societa/MONTEPASCHI-UISP-ATL--SIENA/SI043
2783,DE MARCO Giacomo,1998,AM,CENTRO ATLETICA PIOMBINO,3 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/DE-MARCO-Giacomo/fayRkpOjbmY%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2718,COLONNA Alessio,1998,AM,TRIESTE ATLETICA,4 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/COLONNA-Alessio/eauRk5KnaGk%3D,https://www.fidal.it/societa/TRIESTE-ATLETICA/TS044
2715,MARTINELLI Lorenzo,1999,AM,TOSCANA ATLETICA FUTURA,5 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/MARTINELLI-Lorenzo/faqRkpSjaGg%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA-FUTURA/FI018
2672,LUZZI Maycon,1999,AM,ATL. STUDENTESCA CA.RI.RI,3 su- 1,Rieti,2015-01-11,https://www.fidal.it/atleta/LUZZI-Maycon/f6uRkpKkcGc%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
2370,GARDINER Rija vatomanga,1999,AM,GIOVANNI SCAVO 2000 ATL.,4 su- 1,Rieti,2015-01-11,https://www.fidal.it/atleta/GARDINER-Rija-vatomanga/f6yRkpOlbWM%3D,https://www.fidal.it/societa/GIOVANNI-SCAVO-2000-ATL-/RM106
2365,CALISE Lorenzo,1999,AM,CENTRO ATLETICA PIOMBINO,6 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/CALISE-Lorenzo/fayRkpShaWs%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2343,CICCHETTI Marco,1999,AM,S.S. LAZIO ATLETICA LEGGERA,5 su- 1,Rieti,2015-01-11,https://www.fidal.it/atleta/CICCHETTI-Marco/f6yRkpujbWY%3D,https://www.fidal.it/societa/S-S--LAZIO-ATLETICA-LEGGERA/RM050
2276,MARTINOZZI Lorenzo,1999,AM,TOSCANA ATLETICA FUTURA,7 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/MARTINOZZI-Lorenzo/faqRkpSjaGs%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA-FUTURA/FI018
