prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
4230,FAGIOLI Carlo,1995,JM,ATL LIBERTAS RUNNERS LIVORNO,1 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/FAGIOLI-Carlo/faiSkpKjbGo%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
4066,MANSANI Lorenzo,1995,JM,CENTRO ATLETICA PIOMBINO,2 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MANSANI-Lorenzo/faiRm5qnbWQ%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
3533,MISTRETTA Stefano,1996,JM,TOSCANA ATLETICA,3 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MISTRETTA-Stefano/faiSkpefcWY%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA/FI018
3783,FORESI Andrea,1997,JM,ATLETICA LIVORNO,1 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/FORESI-Andrea/faiSkpKia2k%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
3241,TOTI Andrea,1996,JM,ASD LA GALLA PONTEDERA ATL.,2 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/TOTI-Andrea/faAAARkpKfaGk%3D,https://www.fidal.it/societa/ASD-LA-GALLA-PONTEDERA-ATL-/PI144
2689,EVERTSEN Bronson jonathan,1997,JM,PROSPORT ATL. FIRENZE,4 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/EVERTSEN-Bronson-jonathan/faqRkpWkb2o%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
4316,MUSSI Jacopo,1998,JM,ASD ATLETICA ALTA TOSCANA,1 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/MUSSI-Jacopo/faiSk5Kgb2Y%3D,https://www.fidal.it/societa/ASD-ATLETICA-ALTA-TOSCANA/MS424
3972,DE MARCO Giacomo,1998,JM,CENTRO ATLETICA PIOMBINO,2 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/DE-MARCO-Giacomo/fayRkpOjbmY%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2954,DE VITIS Niccolo',1998,JM,PROSPORT ATL. FIRENZE,3 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/DE-VITIS-Niccolo-/faqRkpOmaWw%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
4314,DE MARCO Giacomo,1998,JM,CENTRO ATLETICA PIOMBINO,1 su- 1,Firenze,2017-01-22,https://www.fidal.it/atleta/DE-MARCO-Giacomo/fayRkpOjbmY%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
