prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
18.95,SPALLANZANI Maicol,1987,JM,LIB. SANVITESE L.T.L.,1 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/SPALLANZANI-Maicol/eaqRkpikbGQ%3D,https://www.fidal.it/societa/LIB--SANVITESE-L-T-L-/PN002
17.12,MANNUCCI Eugenio umberto,1986,JM,G.A. FIAMME GIALLE,2 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/MANNUCCI-Eugenio-umberto/f6iRlpWjcGY%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
16.44,CARLINI Marco,1986,JM,ATL.LIB. CITTA' DI CASTELLO,1 su- 1,Firenze,2005-02-01,https://www.fidal.it/atleta/CARLINI-Marco/fqiRk5Siamc%3D,https://www.fidal.it/societa/ATL-LIB--CITTA-DI-CASTELLO/PG021
16.29,CARLINI Marco,1986,JM,ATL.LIB. CITTA' DI CASTELLO,3 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/CARLINI-Marco/fqiRk5Siamc%3D,https://www.fidal.it/societa/ATL-LIB--CITTA-DI-CASTELLO/PG021
15.70,CARLINI Marco,1986,JM,ATL.LIB. CITTA' DI CASTELLO,1 su- 1,Firenze,2005-01-18,https://www.fidal.it/atleta/CARLINI-Marco/fqiRk5Siamc%3D,https://www.fidal.it/societa/ATL-LIB--CITTA-DI-CASTELLO/PG021
15.34,VERONESI Davide,1986,JM,ATLETICA NEW STAR,4 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/VERONESI-Davide/eqiRlJWiaWQ%3D,https://www.fidal.it/societa/ATLETICA-NEW-STAR/BO430
14.83,ZECCOLELLA Davide,1986,JM,LIB. POL. AMAT. ATL. BN,5 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/ZECCOLELLA-Davide/gKiRlJegb2c%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
14.78,GUERRIERO Aristide,1986,JM,LIB. POL. AMAT. ATL. BN,6 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/GUERRIERO-Aristide/f6iRl5Sja2Q%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
14.54,MASSA Alessio,1986,JM,POL JOLAO IGLESIAS,7 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/MASSA-Alessio/iKiRk5OoaWg%3D,https://www.fidal.it/societa/POL-JOLAO-IGLESIAS/CA038
14.26,MONTANARI Guido,1987,JM,U.S. MAURINA OLIO CARLI,8 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/MONTANARI-Guido/daiRk5OgbWc%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
