punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
950,22.27,22.27,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,2 ba- 4,Ancona,2019-02-03,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
926,22.44,22.44,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,2 fi- 2,Ancona,2019-02-03,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
895,22.67,22.67,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,1 se- 5,Padova,2016-01-30,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
874,22.83,22.83,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,2 ba- 6,Ancona,2018-02-11,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
874,26.39,26.39,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 2,Padova,2015-02-14,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
870,22.86,22.86,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,1 se- 5,Padova,2018-01-20,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
870,22.86,22.86,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,3 se- 3,Padova,2019-01-19,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
866,22.89,22.89,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,1 se- 6,Padova,2019-01-19,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
857,22.96,22.96,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,1 se- 7,Padova,2016-01-24,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
847,23.03,23.03,e,ZIVOJINOVIC Milan,2001,JM,ANA ATL.FELTRE,4 ba- 2,Ancona,2020-02-09,https://www.fidal.it/atleta/ZIVOJINOVIC-Milan/eK6Rkpqja2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
