punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
934,236.82,3:56.82,e,PERCO Emilio,1994,PM,ANA ATL.FELTRE,1 se- 1,Padova,2014-01-19,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
921,237.9,3:57.90,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,6 su- 1,Ancona,2022-02-05,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
901,239.53,3:59.53,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,1 su- 1,Ancona,2013-02-23,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
892,240.25,4:00.25,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,3 su- 1,Ancona,2012-02-18,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
890,240.36,4:00.36,e,CAPPELLETTO Pablo luis,2002,PM,ANA ATL.FELTRE,5 se- 2,Padova,2024-01-27,https://www.fidal.it/atleta/CAPPELLETTO-Pablo-luis/eKmRlJSnbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
879,241.32,4:01.32,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,5 se- 1,Padova,2022-01-29,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,242.96,4:02.96,e,CAPPELLETTO Pablo luis,2002,PM,ANA ATL.FELTRE,9 se- 2,Padova,2024-01-13,https://www.fidal.it/atleta/CAPPELLETTO-Pablo-luis/eKmRlJSnbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
858,243.05,4:03.05,e,POLESANA Filippo,2000,PM,ANA ATL.FELTRE,9 se- 1,Padova,2022-02-12,https://www.fidal.it/atleta/POLESANA-Filippo/eKmRlJSobGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
846,291.02,4:51.02,e,D'ALBERTO Arianna,2000,AF,ANA ATL.FELTRE,4 se- 1,Padova,2017-02-05,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
832,245.18,4:05.18,e,POLESANA Filippo,2000,PM,ANA ATL.FELTRE,2 se- 2,Padova,2022-01-22,https://www.fidal.it/atleta/POLESANA-Filippo/eKmRlJSobGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,245.4,4:05.40,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,6 su- 1,Val De Reuil,2012-03-03,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,246.19,4:06.19,e,COSTA Edgard,1999,JM,ANA ATL.FELTRE,3 su- 1,Padova,2017-01-29,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
813,295.88,4:55.88,e,D'ALBERTO Arianna,2000,AF,ANA ATL.FELTRE,6 su- 1,Padova,2017-01-08,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
776,250.02,4:10.02,e,ROSSA Matteo,1998,JM,ANA ATL.FELTRE,3 se- 1,Padova,2017-02-05,https://www.fidal.it/atleta/ROSSA-Matteo/eKmRlJWoamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
757,304.37,5:04.37,e,PRADEL Meryl,1992,SF,ANA ATL.FELTRE,9 se- 1,Padova,2019-02-10,https://www.fidal.it/atleta/PRADEL-Meryl/eKmRlJeoa2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
