punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
1010,7.63,7.63,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 fi- 1,Genova,2007-02-25,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
997,7.67,7.67,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 6,Padova,2007-01-20,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
997,7.67,7.67,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 fi- 3,Padova,2007-01-20,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
982,7.72,7.72,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,2 fi- 1,Padova,2007-02-03,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
978,7.73,7.73,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 3,Genova,2007-02-25,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
972,7.75,7.75,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 1,Padova,2007-02-03,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
963,7.78,7.78,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 sf- 3,Genova,2007-02-25,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
944,7.84,7.84,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,2 sf- 3,Ancona,2006-02-12,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
941,7.85,7.85,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 fi- 1,Modena,2006-03-05,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
938,7.86,7.86,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,2 ba- 7,Ancona,2006-02-12,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
929,7.89,7.89,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 1,Modena,2006-03-05,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
920,7.92,7.92,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 fi- 1,Padova,2006-01-21,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
917,7.93,7.93,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,6 fi- 1,Ancona,2006-02-12,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
917,7.93,7.93,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 fi- 1,Padova,2006-02-04,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
914,7.94,7.94,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 fi- 1,Modena,2005-03-06,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
908,7.96,7.96,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 fi- 1,Padova,2006-01-14,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
908,7.96,7.96,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 ba- 1,Modena,2005-03-06,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
902,7.98,7.98,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 1,Padova,2006-01-21,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
896,8.0,8.00,e,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,3 se- 1,Padova,2024-02-24,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
896,8.0,8.00,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 2,Padova,2006-02-04,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
896,8.0,8.00,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,5 ba- 2,Padova,2020-01-04,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
893,8.01,8.01,e,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,1 ba- 3,Modena,2024-01-27,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
893,8.01,8.01,e,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 ba- 5,Padova,2006-01-14,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
884,8.04,8.04,e,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,1 ba- 1,Modena,2019-01-26,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
872,8.08,8.08,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 fi- 1,Padova,2005-02-12,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
872,8.08,8.08,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,6 fi- 2,Padova,2020-01-04,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
863,8.11,8.11,e,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,2 ba- 9,Padova,2019-01-05,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
863,8.11,8.11,e,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,6 fi- 1,Modena,2024-01-27,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
857,8.13,8.13,e,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,3 fi- 2,Padova,2019-01-05,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
